2022-05-27 12:05:405 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-27 14:05:360 INFO  AuthPage :187 - Clicking on Newsletter checkbox [[ChromeDriver: chrome on WINDOWS (b6f1550e5bb38f8c600268aa2057b0b1)] -> xpath: //input[@id='newsletter']]
2022-05-27 14:05:395 INFO  AuthPage :192 - Clicking on offer checkbox [[ChromeDriver: chrome on WINDOWS (b6f1550e5bb38f8c600268aa2057b0b1)] -> xpath: //input[@id='optin']]
2022-05-27 14:05:438 INFO  AuthPage :207 - Sending company company1 to [[ChromeDriver: chrome on WINDOWS (b6f1550e5bb38f8c600268aa2057b0b1)] -> xpath: //input[@id='company']]
2022-05-27 14:05:530 INFO  AuthPage :213 - Sending Address The avenue The avenue to [[ChromeDriver: chrome on WINDOWS (b6f1550e5bb38f8c600268aa2057b0b1)] -> xpath: //input[@id='address1']] [[ChromeDriver: chrome on WINDOWS (b6f1550e5bb38f8c600268aa2057b0b1)] -> xpath: //input[@id='address2']]
2022-05-27 14:05:572 INFO  AuthPage :218 - Sending city London to [[ChromeDriver: chrome on WINDOWS (b6f1550e5bb38f8c600268aa2057b0b1)] -> xpath: //input[@id='city']]
2022-05-27 14:05:648 INFO  AuthPage :223 - setting state California to [[ChromeDriver: chrome on WINDOWS (b6f1550e5bb38f8c600268aa2057b0b1)] -> xpath: //select[@id='id_state']]
2022-05-27 14:05:693 INFO  AuthPage :228 - Sending Postcode 12345 to [[ChromeDriver: chrome on WINDOWS (b6f1550e5bb38f8c600268aa2057b0b1)] -> xpath: //input[@id='postcode']]
2022-05-27 14:05:738 INFO  AuthPage :238 - Sending additional info All Right to [[ChromeDriver: chrome on WINDOWS (b6f1550e5bb38f8c600268aa2057b0b1)] -> xpath: //textarea[@id='other']]
2022-05-27 14:05:785 INFO  AuthPage :243 - Sending homephone 123456789 to [[ChromeDriver: chrome on WINDOWS (b6f1550e5bb38f8c600268aa2057b0b1)] -> xpath: //input[@id='phone']]
2022-05-27 14:05:832 INFO  AuthPage :248 - Sending mobile 987654321 to [[ChromeDriver: chrome on WINDOWS (b6f1550e5bb38f8c600268aa2057b0b1)] -> xpath: //input[@id='phone_mobile']]
2022-05-27 14:05:880 INFO  AuthPage :253 - Sending alias something else to [[ChromeDriver: chrome on WINDOWS (b6f1550e5bb38f8c600268aa2057b0b1)] -> xpath: //input[@id='alias']]
2022-05-27 14:05:563 INFO  AuthPage :258 - Clicking on register button [[ChromeDriver: chrome on WINDOWS (b6f1550e5bb38f8c600268aa2057b0b1)] -> xpath: //button[@id='submitAccount']]
2022-05-27 14:05:205 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-27 14:05:418 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-27 14:05:666 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-27 14:05:373 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-27 14:05:332 INFO  HomePage :60 - Clicking on Sign In [[ChromeDriver: chrome on WINDOWS (eee1f874420e3cdf3f37feb837b1b77a)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-27 14:05:487 INFO  HomePage :60 - Clicking on Sign In [[ChromeDriver: chrome on WINDOWS (eee1f874420e3cdf3f37feb837b1b77a)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-27 14:05:540 INFO  AuthPage :133 - Entering email Create Account[[ChromeDriver: chrome on WINDOWS (eee1f874420e3cdf3f37feb837b1b77a)] -> xpath: //input[@id='email_create']]
2022-05-27 14:05:583 INFO  AuthPage :138 - Clicking on Create Account[[ChromeDriver: chrome on WINDOWS (eee1f874420e3cdf3f37feb837b1b77a)] -> xpath: //button[@id='SubmitCreate']]
2022-05-27 14:05:520 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-27 14:05:933 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-27 14:05:595 INFO  HomePage :60 - Clicking on Sign In [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-27 14:05:282 INFO  HomePage :60 - Clicking on Sign In [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-27 14:05:334 INFO  AuthPage :133 - Entering email Create Account[[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //input[@id='email_create']]
2022-05-27 14:05:375 INFO  AuthPage :138 - Clicking on Create Account[[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //button[@id='SubmitCreate']]
2022-05-27 14:05:174 INFO  AuthPage :148 - Clicking on Gender Radio [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //input[@id='id_gender1']]
2022-05-27 14:05:229 INFO  AuthPage :160 - Sending firstname myfirstname to [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //input[@id='customer_firstname']]
2022-05-27 14:05:279 INFO  AuthPage :165 - Sending lastname mylastname to [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //input[@id='customer_lastname']]
2022-05-27 14:05:323 INFO  AuthPage :175 - Sending password abcd1234 to [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //input[@id='passwd']]
2022-05-27 14:05:482 INFO  AuthPage :182 - Setting BirthDate  1/1/1990 to [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //select[@id='days']] [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //select[@id='months']] [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //select[@id='years']]
2022-05-27 14:05:520 INFO  AuthPage :187 - Clicking on Newsletter checkbox [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //input[@id='newsletter']]
2022-05-27 14:05:557 INFO  AuthPage :192 - Clicking on offer checkbox [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //input[@id='optin']]
2022-05-27 14:05:604 INFO  AuthPage :207 - Sending company company1 to [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //input[@id='company']]
2022-05-27 14:05:692 INFO  AuthPage :213 - Sending Address The avenue The avenue to [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //input[@id='address1']] [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //input[@id='address2']]
2022-05-27 14:05:767 INFO  AuthPage :218 - Sending city London to [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //input[@id='city']]
2022-05-27 14:05:821 INFO  AuthPage :223 - setting state California to [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //select[@id='id_state']]
2022-05-27 14:05:871 INFO  AuthPage :228 - Sending Postcode 12345 to [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //input[@id='postcode']]
2022-05-27 14:05:913 INFO  AuthPage :238 - Sending additional info All Right to [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //textarea[@id='other']]
2022-05-27 14:05:965 INFO  AuthPage :243 - Sending homephone 123456789 to [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //input[@id='phone']]
2022-05-27 14:05:11 INFO  AuthPage :248 - Sending mobile 987654321 to [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //input[@id='phone_mobile']]
2022-05-27 14:05:61 INFO  AuthPage :253 - Sending alias something else to [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //input[@id='alias']]
2022-05-27 14:05:907 INFO  AuthPage :258 - Clicking on register button [[ChromeDriver: chrome on WINDOWS (ae9f10b078507c02b53a034d21674ab0)] -> xpath: //button[@id='submitAccount']]
2022-05-27 14:05:567 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-27 14:05:844 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-27 14:05:115 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-27 15:05:535 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-27 15:05:121 INFO  HomePage :60 - Clicking on Sign In [[ChromeDriver: chrome on WINDOWS (428982d0238d5699dbc210896cf994b0)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-27 15:05:297 INFO  HomePage :60 - Clicking on Sign In [[ChromeDriver: chrome on WINDOWS (428982d0238d5699dbc210896cf994b0)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-27 15:05:204 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-27 15:05:354 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-27 15:05:801 INFO  ManageDriver :34 - Launching Chrome Browser
